,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
200111,10.04,4.56,4.93,6.57,12.78,7.31,9.85,6.69,8.04,11.07,11.58,8.1,5.54,6.47,10.23,7.26,10.01,6.43,5.13,10.97,17.96,6.54,3.82,2.67,10.27
200112,8.14,5.47,4.97,6.22,10.41,8.46,7.32,7.08,5.66,8.02,7.27,5.7,5.96,7.65,5.79,2.04,4.65,5.14,5.57,4.52,4.25,2.2,0.91,2.24,0.03
200201,3.33,2.28,-0.31,3.04,-3.66,5.06,1.04,1.06,0.04,-5.13,2.19,1.3,0.81,-2.93,-3.8,-2.27,2.71,0.61,1.54,-3.42,-1.23,-0.89,0.31,-0.09,-2.65
200202,-3.48,-2.87,-1.75,-1.43,-7.23,-2.67,-0.47,-1.15,0.63,-5.3,3.68,2.81,0.25,0.14,-4.05,-1.39,2.34,0.82,2.34,-5.21,-3.45,1.17,0.6,-0.45,-3.92
200203,11.58,8.96,8.12,7.16,11.33,12.49,10.22,9.11,7.78,9.23,7.22,7.36,8.67,6.57,7.58,5.8,6.81,5.95,6.52,6.48,5.52,5.01,3.75,3.62,3.18
200204,3.03,1.66,2.48,3.95,-0.76,5.19,0.67,1.9,1.68,-0.92,-2.04,0.65,0.4,0.92,-3.09,2.52,-0.53,-0.56,-0.55,-4.06,-5.84,-0.38,-1.06,-3.84,-9.67
200205,0.65,-1.85,-1.96,-3.31,-5.19,-7.48,-3.72,-4.14,-4.06,-6.53,-3.88,-2.24,-1.8,-3.4,-5.86,4.68,-0.55,-0.61,1.27,-3.67,1.05,1.39,0.89,0.58,-2.51
200206,-4.98,-2.13,-2.26,-1.46,-6.77,-2.61,-1.96,-1.61,-3.15,-8.07,-9.99,-5.15,-4.59,-4.83,-10.18,-5.87,-9.57,-8.38,-5.55,-11.46,-6.09,-2.16,-10.62,-7.22,-6.43
200207,-14.84,-13.24,-12.9,-13.22,-16.47,-19.95,-15.94,-14.58,-12.9,-15.23,-14.28,-11.83,-9.31,-9.97,-9.24,-12.62,-9.83,-8.8,-8.3,-11.42,-10.86,-7.16,-5.84,-6.55,-7.25
200208,-2.43,-2.91,-0.09,0.05,0.77,1.64,-1.04,-0.49,-1.27,1.66,0.55,3.18,1.34,3.23,0.15,-3.29,0.29,1.26,0.25,0.99,2.37,0.71,0.85,-0.3,1.48
200209,-10.35,-7.65,-6.39,-6.06,-6.4,-9.97,-7.47,-6.61,-5.65,-7.05,-9.32,-7.41,-5.91,-9.16,-7.53,-10.26,-10.14,-10.39,-8.3,-8.65,-11.06,-8.8,-11.32,-9.68,-11.21
200210,2.39,2.99,3.05,1.19,6.74,3.25,4.73,2.87,2.12,4.41,7.57,2.35,4.51,2.78,7.59,9.51,5.15,5.4,3.4,4.86,10.73,6.12,5.84,9.93,9.81
200211,15.74,11.72,10.81,9.2,14.4,8.5,12.66,4.18,7.68,10.38,14.36,10.08,6.95,6.19,8.08,8.82,13.36,8.19,7.07,8.02,14.36,7.5,3.69,6.3,4.4
200212,-5.16,-3,-1.39,-4.42,-6.58,-3.71,-3.89,-3.06,-3.83,-6.98,-6.31,-3.95,-1.25,-2.33,-7.49,-4.36,-5.52,-2.54,-4.59,-6.9,-9.4,-3.71,-3.33,-3.64,-8.29
200301,-0.94,-0.91,-0.25,-1.71,-0.77,-2.24,-2.43,-3.2,-4.77,-4.65,-1.53,-3.98,-2.62,-4.41,-2.94,-3.18,-1.35,-2.8,-2.99,-0.47,-3.75,-3.2,-2.6,-2.77,-2.78
200302,-3.13,-2.65,-2.05,-3.66,-3.95,-5.93,-5.37,-1.3,-2.43,-3.11,-7.63,-4.16,-3.02,-1.97,-2.7,-5.04,-1.14,-2.27,-1.05,-1.49,-1.54,-2.69,-4.41,-1.39,-0.22
200303,0.93,0.91,1.83,0.77,2.96,-0.29,0.05,1.54,-1.07,2.71,-2.57,1.57,0.99,1.32,2.1,-1.48,-0.86,0.28,1.49,2.17,-1.32,-0.77,0.26,1.33,2.47
200304,11.86,8.86,9.16,10.54,10.81,14.3,10.46,9.63,10.54,12.35,13.55,6.88,9.01,7.28,12.81,9.6,6.66,7.62,9.83,7.54,3.85,9.62,8.17,7.79,8
200305,17.07,10.54,9.73,9.52,13.02,17.43,10.32,8.82,9.45,10.77,11.14,8.9,5.85,7.24,9.98,15.3,7.27,10.5,7.42,10.27,10.61,7.49,2.19,5.27,5.64
200306,7.95,3.64,4.34,2.81,5.14,5.43,0.77,1.08,0.35,3.7,3.85,0.46,0.23,0.72,2.62,-3.18,2.03,0.43,0.9,1.52,1.18,3.43,2.72,-0.47,0.1
200307,10.04,7.35,8.01,6.24,7.23,12.06,7.3,6.6,2.73,7.3,4.93,7.25,2.94,3.29,4.63,0.86,5.16,3.4,3.38,3.46,-0.44,1.04,1.56,1.52,3.11
200308,6.33,4,3.36,3.23,5.06,5.59,6.05,4.08,3.69,5.53,7.67,7.34,3.75,4.62,5.45,6.05,5.98,4.16,4.51,5.16,2.28,1.67,0.78,1.47,3.95
200309,4.63,1.39,0.95,0.98,0.1,-2.6,-1.62,-2.24,-2.92,-3.4,-1.12,-1.88,-2.48,-2.92,-1.97,-0.59,-0.99,-1.88,-0.94,-0.77,-1.35,-0.81,0.01,-1.37,-3.24
200310,10.71,9.64,7,8.02,7.52,11.56,8.39,9.05,7.25,7.93,11.09,8.01,7.12,5.93,8.92,10.65,8.27,6.3,9.22,7.82,7.01,5.09,5.14,5.56,5.33
200311,4.8,4.73,4.67,3.5,4.34,6.93,3.18,1.84,5.27,2.37,2.33,4.3,2.51,3.07,2.85,3.01,3.09,1.23,2.56,2.87,3.69,0.49,1.86,-0.61,0.49
200312,4.1,3.19,2.37,3.07,3.13,3.17,2.93,3.43,3.22,2.29,5.35,3.35,3.27,2.44,0.82,3.93,4.95,3.73,3.36,2.03,5.75,5.63,5.56,3.78,3.61
200401,10.71,9.16,5.43,4.46,3.43,7.99,4.35,1.7,1.62,3.4,4.48,5.16,1.85,3.14,2.28,5.32,2.4,2.58,1.77,2.28,0.57,2.72,0.81,0.9,2.09
200402,-1.61,1.79,2.03,1.68,0.97,-1.12,-0.05,3.02,1.18,1.43,0.57,3.1,2.63,2.31,3.15,-2.22,1.77,1.61,1.58,4.74,-1.74,1.08,3.02,1.16,3.54
200403,-0.37,-0.8,0.55,-0.07,0.32,-0.96,0.6,0.43,0.16,1.51,2.34,0.47,0.6,0.55,1.09,-0.78,-0.93,0.42,0.06,0.21,-2.04,-2.95,-1.22,-0.67,0.69
200404,-5.22,-2.31,-3.42,-3.88,-2.44,-9.42,-4.96,-4.95,-3.02,-2.58,-7.77,-3.11,-2.19,-1.71,-1.76,-7.4,-3.98,-2.51,-1.16,-0.53,-1.97,-1.2,-1.59,0.08,-2.34
200405,-0.45,-0.52,0.45,0.02,0.18,4.24,0.13,0.98,2.15,0.13,3.21,3.2,-0.26,1.34,1.65,2.86,2.99,3.25,0.9,1.81,3.58,1,0.66,1.12,1.35
200406,3.79,4.42,2.92,5.48,3.84,6.62,6.07,4.34,4.71,4.68,4.7,3.85,2.11,3.7,2.63,2.39,3.44,2.98,1.31,1.67,3.98,2.11,0.59,1.75,0.25
200407,-10.92,-8.01,-7,-4.91,-6.88,-11.44,-7.06,-4.43,-3.42,-5.17,-8.91,-4.26,-4.86,-5.46,-4.25,-9.67,-4.25,-4.05,-2.86,-4.53,-4.93,-2.86,-2.18,-4.63,-2.24
200408,-3.21,-1.77,-2.57,0.83,-0.21,-2.95,-2.1,-0.18,-0.5,-0.46,-2.82,-3.46,0.1,0.57,-0.56,-2.6,-1.26,-1.28,0.79,0.95,-3.18,0.43,1.46,1.97,1.22
200409,4.16,4.99,3.19,3.71,4.78,6.9,4.68,3.96,4.67,5.44,5.29,2.9,2.43,2.93,4.52,4.25,3.07,4.41,3.7,2.83,1.5,-0.31,0.69,0.69,5.63
200410,1.06,1.99,1.19,1.94,1.82,5.06,1.21,2.68,3.99,1.63,3.25,-0.18,1.14,0.28,2.4,4.9,1.46,2.75,1.75,1.93,2.45,0.59,2.52,1.23,-1.62
200411,9.38,9.25,10.18,8.25,8.02,8.95,9.06,8.99,10.38,8.2,8.31,6.26,7.43,6.88,7.68,8.73,6.03,4.97,4.25,6.97,4.15,2.58,3.31,5.43,7.39
200412,8.07,4.95,2.99,2.72,4.27,4.69,4.29,2.05,2.15,2.76,4.71,2.83,3.25,1.55,4.64,5.14,4.4,3.18,2.63,5.82,3.69,2.31,3.79,4.11,3.1
200501,-6.34,-3.81,-2.9,-2.37,-2.84,-8.34,-3.69,-1.96,-1.69,-1.98,-6.37,-3.71,-3.43,-1.83,-0.78,-5.99,-3.04,-1.2,-2.11,-0.73,-3.71,-1.86,-1.03,-2.75,-0.56
200502,-0.7,1.39,2.27,1.18,1.15,0.02,4.78,3.52,2.61,2.3,-0.32,1.22,2.71,2.08,3.44,2.62,3.03,2.88,2.57,3.86,-0.33,4.08,0.81,3.02,3.46
200503,-5.08,-1.74,-2.12,-2.88,-1.64,-3.59,-0.64,-1.65,-0.87,-2.81,-2.69,-1.58,-3.21,-0.47,-2.17,-2.97,-0.22,-1.32,0.3,-0.59,-1.31,-2.67,-1.48,-1.52,-1.76
200504,-8.8,-7.86,-5.5,-4.85,-4.21,-7.12,-7.19,-4.82,-4.58,-5.95,-6.7,-5.13,-4.37,-4.86,-4.81,-4.62,-4.41,-3.04,-2.7,-3.57,-2.33,-1.74,-0.73,-1.95,0.09
200505,7.75,4.45,5.47,4,5.01,8.63,7.74,7.02,7.26,5.45,9.46,5.93,4.75,5.06,5.68,7.02,5.15,3.85,4.46,7.08,4.28,1.74,2.08,4.51,3.72
200506,3.88,4.38,4.81,3.67,4.52,2.87,4.91,4.07,3.82,4.38,0.54,1.1,2.23,3.46,3.43,2.07,2.72,1.6,1.72,2.82,-1.3,0.58,0.72,0.19,1.04
200507,8.29,6.95,7.28,8.21,6.24,8.83,5.86,6.52,6.32,6.22,7.66,5.77,4.29,5.3,5.22,6.7,5.88,2.93,4.38,5.43,4.39,2.87,3.39,2.9,5.96
200508,-0.55,-1.71,-1.41,-2.51,-2.12,-0.79,-1.01,-1.17,-1.58,-2.99,0.17,-2.06,-0.31,-0.79,-2.48,-0.03,-1.35,-1.82,-1.19,-0.41,-1.18,-0.78,-0.52,-0.55,-0.61
200509,0.51,0.24,-0.6,0.4,0.3,0.78,0.47,-0.65,1.31,0.15,2.6,1.31,-0.41,0.72,-0.07,3,-0.78,0.46,0.52,0,0.01,0.7,2.08,0.65,1.81
200510,-4.38,-4.34,-3.35,-0.34,-1.61,-3.86,-2.77,-1.27,-0.7,-3.02,-5.22,-2.73,-1.97,-1.91,-1.74,-4.73,-3.4,-1.91,-2.85,-2.7,-1.69,-1.26,-1.86,-0.28,-1.68
200511,4.67,5.48,4.31,3.81,4.45,6.57,5.37,3.13,2.7,5.02,6.82,5.82,5.02,4.98,5.07,4.24,5.17,4.45,4.44,3.92,4.09,4.03,2.02,4.1,4.96
200512,-0.5,-1.38,0.87,0.66,1.06,0.45,-0.9,-0.82,-0.57,-1.04,0.05,0.07,-0.05,-0.88,-0.25,0.89,1.08,1.3,0.45,0.6,-0.13,-1.41,0.82,0.97,1.27
200601,12.08,9.53,6.36,7.57,8.05,10.2,7.52,7.33,7.52,9.92,10.81,6.85,5.63,7.25,5.58,6.41,3.35,3.76,4.09,4.11,1.59,2.02,3.77,1.49,3.78
200602,1,-0.42,1.69,-1.12,0.95,-0.13,-0.29,-0.66,-0.57,-0.64,0.3,1.22,0.57,-1.24,-0.85,1.1,-1.3,0.88,0.2,-1.32,1.81,-0.38,-0.68,1.02,-4.38
200603,6.86,3.89,3.21,4.99,4.69,3.17,4.85,4.04,4.91,5.24,3.81,3.79,2.57,3.76,4.89,1.51,3.19,2.54,2.93,2.47,1.47,1.71,0.8,1.04,0.22
200604,-0.96,0.81,0.33,-0.47,0.34,-1.12,1.02,-0.09,0.29,0.38,0.67,1.32,0.98,0.63,-0.59,1.73,1.57,0.91,2.33,-1.16,-0.89,2.13,2.11,3.32,-0.07
200605,-6.94,-5.98,-3.34,-4.19,-4.34,-5.78,-5.04,-3.33,-3.75,-5.28,-7.81,-3.41,-3.69,-2.97,-5.6,-5.43,-2.06,-2.89,-2.58,-5.44,-3.79,-1.35,-1.66,-3.14,-4.81
200606,-2.05,0.06,-0.05,1.13,-1.3,-2.64,-1.98,0.07,-2.19,0.74,-0.55,-0.51,0.94,1.17,-0.79,-2.21,-0.95,-0.21,0.9,-0.9,-0.05,-0.51,0.3,0.66,0.68
200607,-4.78,-4.79,-2.34,-0.34,-3.04,-4.49,-1.78,-1.47,-3,-5.55,-4.77,-1.35,-1.78,-2.81,-5.32,-5.23,0.02,-2.56,-2.74,-4.49,1.51,-0.04,1.99,-0.28,0.05
200608,4.65,4.08,3.06,1.35,2.32,5.69,4.43,2.27,3.01,1.18,4.36,2.3,2.09,2.45,1.27,6.37,1.24,1.8,1.73,-0.02,3.75,2.78,1.69,1.2,0.19
200609,0.03,0.68,1.34,1.21,1.46,0.59,1.77,-0.73,2.29,1.77,1.8,2.94,0.71,1.45,-0.13,3.14,1.46,2.34,2.8,0.55,3.93,3.21,2.52,0.5,-1.09
200610,6.56,5.13,6.51,5.46,5.52,4.26,6.25,4.9,5.24,6.13,4.58,4.15,3.8,3.8,6,4.32,2.88,3.73,3.5,3.9,2.13,3.3,3.78,2.88,3.63
200611,3.38,1.88,0.89,1.49,2.34,3.46,2.56,0.68,3.12,5.09,1.96,3.7,3.11,3.49,4.98,3.33,3.1,2.31,3.95,5.17,0.76,0.63,2.53,1.82,4.2
200612,1.56,1.63,1.36,1.4,1.18,0.2,-0.13,0.76,0.31,-0.46,1.24,1,0.75,-0.48,-0.68,-0.61,1.69,1.25,-0.73,-1.36,1.95,2.95,0.88,1.71,-1.57
200701,2.33,-0.11,1.23,0.06,1.36,1.38,1.77,2.42,1.75,1.22,4.36,2.09,2.82,2.97,4.46,1.95,3.8,1.41,3.94,4.2,1.2,1.31,1.14,0.11,3.56
200702,-0.01,-1.09,-0.56,-1.77,1.37,1.75,-0.87,-0.74,0.29,-2.12,2.62,0.68,0.18,0.84,-0.46,0.62,-0.45,0.51,0.48,0.14,-2.39,-3.15,-1.81,-1.48,0.4
200703,-0.39,0.02,2.25,0.39,0.55,-0.05,2,2.31,0.95,1.45,-0.95,1.22,2.86,1.46,1.6,1.52,1.53,0.72,1.15,0.6,0.96,-0.13,1.34,1.22,2.99
200704,1.95,1.07,0.06,-0.9,0.77,4.04,0.92,1.85,1.44,3.26,4.22,1.76,2.43,3.84,3.96,5.51,4.31,3.02,3.78,5.67,5.07,4.42,3.89,4.12,3.9
200705,2.07,3.61,2.08,3.55,4.52,0.99,3.01,4.28,4.18,5.02,5.48,4.27,5.32,4.13,6.23,3.15,2.19,3.64,4.89,5.39,2.95,2.8,2.44,4.64,6.29
200706,-1.21,0.16,-1.57,-0.28,0.41,-2.18,-2.07,-2.16,-2.88,-1,0.32,-1.93,-1.4,-0.89,-0.27,-2.05,-2,-0.63,-2.82,-2,-0.78,-1.44,-2.4,-1.78,-1.62
200707,-7.23,-6.53,-6,-6.22,-6.21,-8.62,-5.39,-6.5,-6.47,-5.08,-7.18,-6.22,-4.14,-4.73,-3.96,-7.87,-5.89,-4.98,-3.72,-3.56,-4.54,-1.93,-2.85,-3.35,-1.13
200708,-2.14,2.99,2.14,1.23,0.18,-0.03,4.73,3.9,1.86,2.36,-1.68,-1,0.49,0.84,0.86,-0.85,-0.31,0.57,0.4,-0.29,1.86,2.75,2.87,0.68,0.61
200709,-0.17,-0.19,-0.06,-0.53,2.19,0.99,0.36,0.54,-0.13,2.67,0.94,1.1,0.57,0.63,4.73,0.38,1.14,1.36,3.3,3.32,1,3.1,3.39,6.06,6.83
200710,1.22,-0.71,0.51,0.37,1.77,1.46,1.34,-0.44,2.58,2.83,2.59,-0.87,2.45,3.51,2.75,1.67,-0.76,-1.12,3.96,5.6,1.74,2.67,-0.7,1.57,5.15
200711,-9.27,-7.65,-8.86,-6.73,-8.66,-8.16,-5.86,-6.07,-7.26,-7.8,-8.15,-3.87,-5.76,-7.01,-7.14,-5.82,-4.47,-4.95,-4.22,-7.28,-3.72,-3.81,-3.98,-3.49,-4.46
200712,-0.46,-2.91,0.71,-3,0.14,0.05,-2.47,-1.53,0.26,0.29,-2.97,-1.72,-1.37,-0.7,-1.83,-2.06,-2.53,-0.46,-1.2,1.15,-0.93,-2.24,-3.76,2.7,2.92
200801,-6.34,-3.09,-3.31,-2.51,-8.62,-6.73,-5.06,-4.26,-3.61,-8.24,-5.84,-3.63,-4.73,-2.35,-5.87,-1.19,-5.62,-2.88,-5.79,-8.92,-6.23,-3.85,-3.78,-6.17,-11.19
200802,-3.47,-3.29,-4.92,-7.34,-1.27,-3.95,-3.31,-3.11,-2.6,-3,-2.78,-4.89,-4.58,-3.22,-2.34,-3.26,-2.35,-1.87,-3.76,1.21,-2.91,-5.68,-3.89,-1.5,2.09
200803,1.51,1.23,1.98,1.26,-3.01,3.25,-0.51,1.52,-0.85,-0.62,0.37,0.27,0.44,-0.04,-3.47,1.5,-0.03,-1.87,-2.7,-3.68,-0.34,0.56,0.55,-1.97,-1.33
200804,0.69,-0.86,-0.07,0.5,3.3,3.76,1.02,2.78,3.95,3.44,3.42,3.48,6.42,6.96,8.13,6.52,2.88,4.68,8.22,8.28,3,0.32,6.5,7.12,6.99
200805,2.04,0.59,3.01,5.31,4.34,1.48,2.21,3.46,6.72,7.9,3.11,2.79,3.92,6.39,4.98,1.08,3.4,5.64,4.84,7.4,-0.41,-0.34,1.31,1.45,5.64
200806,-10.88,-13.8,-14.05,-9.88,-10.04,-12.08,-11.4,-9.4,-10.5,-8.03,-11.6,-10.56,-8.46,-9.02,-8.02,-12.24,-11.14,-6.43,-9.41,-5.58,-7.94,-10.46,-11.6,-4.76,-4.64
200807,5.78,8.27,6.72,5.79,4.84,6.08,6.59,5.8,6.98,2.96,3.82,4.94,4.08,1.94,-4.43,4.65,1.93,0.44,-3.99,-5.24,2.8,4.42,1.01,-4.4,-10.56
200808,2.83,4.44,6.15,3.45,3.8,5.14,5.76,6.3,4.33,5.09,3.96,5.94,4.52,4.16,1.57,3.02,3.44,1.92,2.15,0.78,1.05,1.89,2.7,0.53,-0.32
200809,-8.57,-4.72,-3.35,-5.36,-11.49,-6.39,-3.35,-4.26,-5.48,-13.43,-9.37,-5.33,-6.43,-8.66,-17.28,-14.42,-6.57,-8.39,-12.4,-18.39,-6.78,-6.77,-1.27,-9.62,-16.56
200810,-23.22,-19.8,-18.68,-20.85,-22.12,-23.49,-19.18,-20.18,-22.26,-25.44,-17.98,-14.43,-17.49,-22.64,-25.61,-20.2,-16.95,-21.35,-20.47,-25.96,-10.71,-16.69,-15.38,-14.6,-19.01
200811,-18.94,-14.28,-13.87,-20.83,-14.29,-15.77,-13.59,-9.21,-8.97,-11.24,-10.03,-9.7,-7.3,-9.88,-13.95,-10.52,-10.33,-5.01,-8.94,-11.03,-8.43,-8.83,-8.47,-4.14,-3.54
200812,3.16,4.42,1.94,11.23,6.82,7.36,5.06,9.32,7.65,3.06,3.78,1.72,5.71,4.39,7.24,1.99,5.04,3.73,5.63,4.56,2.45,1.58,-1.17,4.03,-1.25
200901,-9.53,-10.56,-12.8,-9.36,-8.7,-13.98,-14.82,-9.44,-6.71,-8.94,-11.52,-10.62,-7.27,-10.62,-5.03,-3.52,-12.54,-6.52,-5.24,-5.53,-15.06,-11.63,-9.39,-6.62,-2.95
200902,-14.07,-16.65,-10.95,-13.57,-13.29,-13.48,-12.14,-11.58,-11.43,-13.92,-11.49,-12.71,-10.68,-11.24,-10.1,-10.67,-10.68,-10.54,-11.12,-8.89,-10.73,-9,-9.4,-10.62,-10.68
200903,14.14,10.94,9.48,12.02,8.77,12.69,12.91,11.72,11.19,10.42,15.9,8.7,10.39,8.72,5.61,11.94,12.32,7.21,7.75,8.52,12.46,10.81,9.05,8.65,6.1
200904,28.99,19.53,23.05,25.82,25.61,33.58,18.62,13.93,16.38,28,15.55,17.25,13.68,18.36,25.76,17.27,18.05,10.79,13.74,15.62,8.03,8.4,9.6,7.7,6.84
200905,13.08,4.74,6.86,11.69,11.86,4.43,-0.99,1.37,1.14,8.62,1.79,-0.59,2.52,2,9.86,1.56,2.15,4.73,3.57,7.44,7.64,2.92,5.15,3.19,7.58
200906,5.52,5.27,3.73,5.21,4.16,-1.85,2.05,1.91,3.27,1.31,-2.44,3,3.26,0.82,-3.47,-0.18,1.98,-0.26,2.29,-2.52,1.51,-1.05,1.89,1.83,-2
200907,12.77,10.24,9.53,7.77,5.15,16.79,10.99,11.48,7.15,9.88,11.92,13.32,9,8.15,9.47,10.15,10.94,8.63,7.75,7.29,8.99,11.23,5.71,6.43,6.43
200908,9.84,2.64,0.92,5.39,2.12,12.89,1.21,1.93,1.58,3.24,13.87,2.4,0.66,3.25,2.72,11.99,7.47,3.63,1.61,3.59,9.09,4.16,3.68,1.22,1.67
200909,6.61,4.77,5.11,9.18,7.47,6.12,3.92,5.71,7.84,8.24,6.96,5.33,5.81,5.27,8.15,2.86,5.14,4.56,6.1,7.99,1.43,2.98,2.91,3.42,4.72
200910,-9.94,-8.45,-6.82,-6.03,-6.22,-11.16,-6.75,-4.49,-4.8,-4.58,-11.57,-6.64,-4.25,-6.75,-5.62,-9.11,-3.34,-2.76,-2.21,-4.84,-5.63,-5.05,-1.16,0.48,-0.87
200911,1.67,2.07,0.1,-1.06,2.79,4.04,2.98,1.58,1.41,1.41,6.39,3.68,3.24,3.75,3.53,8.28,4.08,4.1,4.44,3.41,3.42,7.92,6.07,5.25,6.76
200912,8.67,7.92,6.77,7.07,6.69,13.65,8.67,7.94,8.66,8.39,9,6.37,7.69,6.05,7.58,8.52,5.9,6.31,4.9,5.5,-0.99,0.19,2.93,1.18,1.02
201001,-0.8,-1.49,-3.39,-1.95,-4.63,0.47,-2.7,-3.47,-3.07,-2.6,-5.24,-2.06,-2.49,-3.02,-4.35,-1.85,-4.05,-2,-3.79,-3.06,-2.89,-2.16,-4.07,-0.5,-5.65
201002,7.54,4.34,3.37,3.71,1.17,7.03,4.79,4.17,3.71,2.65,9.91,5.96,5.2,4.07,2.65,5.35,5.82,6.43,3.98,5.9,4.89,4.11,3.35,2.04,2.61
201003,10.21,8.6,7.62,5.98,6.36,12.05,8.48,6.56,7.47,8.69,9.86,7.97,8.83,7.13,7.66,9.49,9.15,6.92,5.77,5.89,11.02,10.12,5.54,4.84,4.59
201004,14.9,8.34,8.07,4.85,4.8,11.35,5.74,4.6,5.87,5.16,7.2,5.5,4.35,4.9,3.9,6.56,6.05,2.99,3.24,3.72,4.05,3,3.05,-1.03,0.95
201005,-10.9,-8.54,-6.91,-7.55,-6.15,-11.16,-7.13,-6.54,-8.18,-6.41,-10.11,-7.96,-7.8,-7.89,-7.46,-10.55,-8.31,-6.65,-7.05,-6.42,-10.87,-7.71,-8.84,-6.94,-7.42
201006,-12.48,-8.32,-5.36,-5.72,-3.93,-17.5,-7.3,-7.41,-7.92,-5.37,-13.69,-8.87,-6,-5.35,-7.25,-12.57,-7.7,-5.62,-4.21,-5.78,-9.37,-8.01,-5.11,-2.9,-5.24
201007,7.36,5.43,8.6,6.49,6.61,11.4,4.69,7.39,6.42,6.26,6.25,9.62,7.24,7.22,4.83,9.49,7.66,7.71,6.31,6.37,7,6.65,8.54,5.43,7.48
201008,-10.87,-9.74,-7.59,-6.44,-7.74,-8.4,-7.44,-6.86,-8.37,-8.12,-9.52,-7.83,-6.64,-5.99,-4.5,-11.17,-6.31,-4.8,-2.93,-3.28,-9.35,-6.02,-6.79,-3.32,-2.85
201009,13.25,12.15,12.5,11.17,11.97,15.23,11.9,13.64,11,12.59,14.79,14.9,12.6,9.9,11.63,12.24,12.3,10.04,10.32,10.97,10.1,8.6,9.24,6.94,10.4
201010,3.65,4.79,4.08,4.48,6.52,1.82,2.21,3.18,4.63,5.57,-0.22,4.91,2.48,4.26,4.29,0.67,3.57,3.44,3.92,4.34,0.52,3.22,4.08,3.27,5.35
201011,3.24,3.2,3.14,4.98,3.86,3.01,4.45,2.61,1.62,3.41,0.01,3.46,3.25,3.78,3.88,0.71,1.26,0.75,1.99,4.99,-1.37,-1.27,1.68,-1.67,1.41
201012,10.8,9.44,9.75,8.87,7.5,10.68,10.02,8.51,6.86,7.08,10.6,9.22,8.16,5.48,6.82,12.71,7.64,7.72,5.79,5.63,13.94,9.8,7.01,5.42,5.98
201101,0.68,-2.19,-2,-2.2,-2.86,0.81,-1.35,-0.63,1.51,-0.08,-0.36,3.01,1.7,0.86,1.36,2.05,1.94,3.13,2.97,2.06,3.89,2.81,2.49,2.63,1.32
201102,6.37,5.25,4.2,1.44,4.67,5.73,5.06,4.76,4.04,4.5,6.65,8.02,4.35,5.08,4.45,6.77,4.89,3.28,3.81,4.13,1.37,4.59,4.83,1.88,3.34
201103,2.35,2.7,3.05,2.43,3.04,0.37,3.7,3.43,3.22,3.39,0.98,3.63,1.44,2.14,3.85,-0.65,1.28,2.14,1.98,4.59,-4,-0.75,-0.32,-0.34,0.55
201104,1.21,1.12,1.46,2.75,3.99,0.08,1.63,1.5,2.66,4.18,1.86,2.97,3.65,3.78,3.44,4.9,1.9,2.04,2.33,4.12,-0.47,2.49,3.02,3.63,2.25
201105,-2.9,-1.93,-2.24,-1.09,-1.95,-3.2,-2.02,-1.95,-0.55,-1.08,-3,-2.67,-1.28,-0.92,-0.32,-0.62,-1.69,-1.26,-0.72,0.34,-5.81,-0.63,-2.39,-0.66,-1.37
201106,-4.48,-2.3,-0.68,-0.47,-1.59,-4.47,-1.91,-1.26,-0.87,-1.74,-5.64,-1.15,-1.32,-1.75,-1.91,-4.93,-3.23,-2.27,-0.99,-0.96,-2.99,-1.7,-1.8,-1.53,-1.37
201107,-3.19,-1.01,-3.37,-2.03,-1.34,-6.74,-4.06,-3.76,-3.59,-2.71,-7.22,-2.47,-4.38,-3.81,-3.32,-4.12,-4.26,-4.93,-4.01,-1.63,-5.8,-4.06,-3.57,-1.96,0.87
201108,-12.4,-11.24,-8.12,-9.36,-7.76,-14.62,-11.03,-6.57,-5.95,-6.4,-14.93,-11.13,-8.2,-5.63,-5.51,-14.54,-9.7,-7.11,-4.7,-6.79,-13.36,-6.18,-6.34,-3.07,-4.67
201109,-14.01,-10.33,-8.37,-9.26,-8.82,-17.05,-11.33,-8.74,-8.34,-10.77,-16.31,-12.34,-11.01,-10.35,-8.46,-12.81,-11.88,-9.49,-8.56,-10.44,-13.87,-6.88,-6.92,-5.29,-5.78
201110,15.01,16.16,15.93,12.99,13.31,21.51,18.44,14.7,15.48,16.44,20.81,15.36,15.93,14.58,15.41,17.62,14.97,13.05,11.96,13.61,14.77,11.02,9.07,9.7,11.21
201111,-2.72,-2.13,-3.52,3.86,-2.53,-2.91,-0.18,2.9,1.62,-2.1,-0.91,-0.82,-0.02,1.12,-0.51,-2.66,-1.1,-2.22,0.73,0.42,-8.62,-0.28,0.19,1.25,-0.85
201112,1.78,1.1,0.1,0.71,0.91,1.99,0.85,-0.27,-0.7,-0.82,-0.12,1.91,0.02,0.47,-0.41,-2.43,2.19,0.43,0.36,-2.14,2.13,1.98,3.24,1.05,-2.16
